WT2018,WT2019,WT2020,WT2021,WT2022,WT2023,WT2024,WT2025,WT2026,WT2027,WT2028
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608,310.608
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848,281.848
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385,298.385
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072,207.072
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938,360.938
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937,447.937
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691,279.691
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898,245.898
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79,294.79
234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394
234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394
234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394
234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394
234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394
234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394,234.394
